No,コード,銘柄名,市場,株価,前日比,前日比(%),出来高(株),PER(倍),PBR(倍),利回り(%),売買金額
1,9432,ＮＴＴ,東P,153.1,-1.5,-0.97,238253700,12.9,1.31,3.46,36476641470
2,4564,オンコセラピ,東G,23,-2,-8.00,211506000,ー,4.27,ー,4864638000
3,8918,ランド,東S,9,0,0.00,189041000,10.2,1.51,ー,1701369000
4,1360,日経ベア２,東Ｅ,101.9,-3.5,-3.32,140207190,ー,ー,ー,14287112661
5,9434,ＳＢ,東P,211.2,-4.4,-2.04,113776100,18.9,4.16,4.07,24029512320
6,9501,東電ＨＤ,東P,665.1,+7.8,+1.19,111263300,ー,0.39,ー,74001220830
7,6740,Ｊディスプレ,東P,83,-4,-4.60,90051300,ー,-11,ー,7474257900
8,5803,フジクラ,東P,"5,630",+602,+11.97,83540900,62.1,18.4,0.64,470335267000
9,4597,ソレイジア,東G,34,0,0.00,74394800,ー,5.30,ー,2529423200
10,5016,ＪＸ金属,東P,"4,577",+140,+3.16,48763000,45.6,6.39,0.59,223188251000
11,8729,ソニーＦＧ,東P,145.2,+0.9,+0.62,46843400,19.5,1.47,2.62,6801661679
12,9984,ＳＢＧ,東P,"3,778",+3,+0.08,46679400,ー,1.38,0.29,176354773200
13,285A,キオクシア,東P,"30,140","+2,440",+8.81,46551200,34.0,16.8,ー,1403053168000
14,3664,ＷＩＺＥ,東G,40,+6,+17.65,34846600,ー,2.55,ー,1393864000
15,8306,三菱ＵＦＪ,東P,"2,842.0",-0.5,-0.02,33552100,15.3,1.50,2.60,95355068200
16,5856,ＬＩＥＨ,東S,34,-9,-20.93,30132200,ー,1.49,ー,1024494800
17,3103,ユニチカ,東S,"1,463",+300,+25.80,23843100,4.22,1.85,ー,34882455300
18,186A,アストロＨＤ,東G,"1,342",+103,+8.31,23205100,ー,17.5,ー,31141244200
19,1579,日経ブル２,東Ｅ,580.4,+19.9,+3.55,22846490,ー,ー,ー,13260102796
20,5401,日本製鉄,東P,600.2,-3.2,-0.53,20245900,ー,0.59,4.00,12151589180
21,8136,サンリオ,東P,966.9,-17.3,-1.76,18901500,22.5,8.51,1.37,18275860350
22,9433,ＫＤＤＩ,東P,"2,582.0",-126.5,-4.67,18747100,14.1,2.00,3.10,48405012200
23,3315,日本コークス,東P,99,-7,-6.60,18079700,ー,0.78,ー,1789890300
24,549A,ヒトトヒトＨ,東S,593,-28,-4.51,17995600,13.9,2.80,ー,10671390800
25,7011,三菱重,東P,"4,745",-36,-0.75,17911100,61.3,6.01,0.51,84988169500
26,7013,ＩＨＩ,東P,"3,303.0",-88.0,-2.60,17523100,28.0,6.21,0.61,57878799300
27,6758,ソニーＧ,東P,"3,325.0",-50.0,-1.48,17119000,17.4,2.40,0.75,56920675000
28,6366,千代建,東S,"1,165",-49,-4.04,17029000,3.77,-5.5,ー,19838785000
29,7203,トヨタ,東P,"3,319.0",-12.0,-0.36,16930900,12.1,1.11,2.86,56193657100
30,8001,伊藤忠,東P,"2,026.0",-51.0,-2.46,15832700,15.7,2.24,2.07,32077050200
31,3350,メタプラ,東S,318,+11,+3.58,15683900,ー,0.88,ー,4987480200
32,7267,ホンダ,東P,"1,269.5",-6.5,-0.51,15644900,ー,0.40,5.51,19861200550
33,3382,セブン＆アイ,東P,"2,027.0",-69.5,-3.32,15411200,17.4,1.29,2.96,31238502400
34,8267,イオン,東P,"1,763.0",-37.0,-2.06,14798800,66.8,4.00,0.85,26090284400
35,1306,野村東証指数,東Ｅ,396.5,-0.2,-0.05,14727190,ー,ー,ー,5839330835
36,6762,ＴＤＫ,東P,"2,310.0",+90.0,+4.05,14723300,23.1,2.09,1.47,34010823000
37,7201,日産自,東P,355.8,-0.5,-0.14,14258900,ー,0.25,ー,5073316620
38,4755,楽天グループ,東P,773.2,-14.3,-1.82,13130300,ー,1.69,ー,10152347960
39,7012,川重,東P,"3,381.0",+64.0,+1.93,12830700,31.4,3.50,0.98,43380596700
40,7974,任天堂,東P,"8,300",-231,-2.71,12823300,27.3,3.22,2.18,106433390000
41,4689,ラインヤフー,東P,403.6,-6.6,-1.61,12589700,ー,0.93,1.81,5081202920
42,402A,アクセルＨＤ,東G,670,+100,+17.54,12492800,ー,5.09,ー,8370176000
43,4005,住友化,東P,530.6,-6.6,-1.23,11833400,15.9,0.85,2.54,6278802040
44,6501,日立,東P,"4,810",-33,-0.68,11797600,28.5,3.41,ー,56746456000
45,6525,コクサイエレ,東P,"6,859",+605,+9.67,11343000,57.4,7.52,0.52,77801637000
46,7211,三菱自,東P,318.6,0,0.00,11328600,42.7,0.48,3.14,3609291960
47,1459,楽天Ｗベア,東Ｅ,168,-5,-2.89,11281366,ー,ー,ー,1895269488
48,543A,ＡＲＣＨＩＯ,東P,398,-14,-3.40,10919400,13.7,4.77,ー,4345921200
49,6701,ＮＥＣ,東P,"3,860",-188,-4.64,10911300,ー,2.48,0.83,42117618000
50,6857,アドテスト,東P,"24,990",+190,+0.77,10849800,55.2,26.9,ー,271136502000
51,8604,野村,東P,"1,305.0",-9.0,-0.68,10624500,ー,1.04,ー,13864972500
52,5801,古河電,東P,"45,800","+1,160",+2.60,10544100,59.7,8.53,0.35,482919780000
53,6981,村田製,東P,"4,146",+156,+3.91,10407400,34.3,2.89,1.45,43149080400
54,5020,ＥＮＥＯＳ,東P,"1,425.5",-18.0,-1.25,10342900,28.4,1.20,2.39,14743803950
55,2181,パーソルＨＤ,東P,238.9,+0.5,+0.21,10272900,13.0,2.56,4.60,2454195810
56,5802,住友電,東P,"10,580",+170,+1.63,10081400,25.8,3.32,1.12,106661212000
57,3436,ＳＵＭＣＯ,東P,"2,033.5",+84.0,+4.31,9985700,ー,1.23,ー,20305920950
58,7269,スズキ,東P,"1,826.0",-16.0,-0.87,9912100,9.03,1.07,2.52,18099494600
59,6702,富士通,東P,"3,324.0",-72.0,-2.12,9670300,13.6,2.88,1.50,32144077200
60,4188,三菱ケミＧ,東P,984.1,+1.6,+0.16,9622300,28.4,0.72,3.25,9469305430
61,8058,三菱商,東P,"5,307",-106,-1.96,9609500,27.8,2.13,2.07,50997616500
62,8316,三井住友ＦＧ,東P,"5,536",-16,-0.29,9342000,14.1,1.35,2.84,51717312000
63,5721,Ｓクリプトエ,東S,97,-8,-7.62,9240500,ー,3.11,ー,896328500
64,6723,ルネサス,東P,"2,656.5",+61.5,+2.37,9182200,ー,1.97,ー,24392514300
65,9399,ビート,東S,28,+1,+3.70,9042529,ー,ー,ー,253190812
66,6752,パナＨＤ,東P,"2,861.0",-64.0,-2.19,9024600,27.8,1.33,1.40,25819380600
67,7532,パンパシＨＤ,東P,938.5,-18.0,-1.88,8693200,26.2,4.28,0.91,8158568200
68,6619,ＷＳＣＯＰＥ,東P,236,-46,-16.31,8537300,ー,0.35,ー,2014802800
69,1357,日経Ｄインバ,東Ｅ,"4,148",-144,-3.36,8456604,ー,ー,ー,35077993392
70,281A,インフォメテ,東G,627,-16,-2.49,8330400,ー,5.73,ー,5223160800
71,3656,ＫＬａｂ,東P,312,+3,+0.97,8261700,ー,2.38,ー,2577650400
72,3697,ＳＨＩＦＴ,東P,628.0,-37.2,-5.59,8167500,ー,3.79,ー,5129190000
73,1605,ＩＮＰＥＸ,東P,"4,147",-83,-1.96,8140300,14.6,1.02,2.60,33757824100
